episode-act,percentMaleProducers,totalProducerCount,percentMaleSubjectDialogue,maleSubjectWordCount,totalSubjectWordCount,episode,act,title,contributors,description
449.02,50.0,2.0,77.1513353116,1040.0,1348.0,449,0.02,Act Two. Stutter Step.,"Ira Glass, Lisa Pollak","
We sent several correspondents straight to the epicenters of middle school awkwardness: School dances. Producers Lisa Pollak and Brian Reed, plus reporters Eric Mennel, Rob Wildeboer and Claire Holman spoke with kids across the country during the nervous moments leading up to the dances. And Lisa even ventured inside, to the dance itself.
(9 1/2 minutes)Teenagers Ira Glass
Lisa Pollak
 "
34.01,100.0,1.0,77.1428571429,675.0,875.0,34,0.01,Act One. A Little Tour Inside the Message Machine.,Ira Glass,"
The secret games delegates play to amuse themselves, differences between Republican and Democratic convention delegates, and more. (30 minutes)Politics • Presidents Ira Glass
 "
439.01,100.0,1.0,77.0152505447,707.0,918.0,439,0.01,Act One. War of Northern Aggression.,Ben Calhoun,"
Producer Ben Calhoun heads to his home state of Wisconsin, a place currently turned against itself in the form of Senate recall elections. Ben found that the old way of doing politics in Wisconsin has been flipped completely upside down. (25 minutes)Government • Politics Ben Calhoun
 
Song:
""The One on the Right Is on the Left"", Johnny Cash
 
"
110.04,0.0,1.0,76.8199233716,401.0,522.0,110,0.04,Act Four. Touch.,Deb Monroe,"
Deb Monroe reports on how she has been mapping her own body through her sense of touch. (10 minutes) Cancer • Health Care/Medicine • Marriage • Relationships Deb Monroe
 "
520.02,100.0,1.0,76.4522821577,737.0,964.0,520,0.02,Act Two. Phone Home.,Seth Freed Wessler,"
Seth Freed Wessler reports on people going the opposite direction over the US/Mexico border.
Each year hundreds of thousands of people are deported from the US to Mexico — tens of
thousands more choose to leave on their own — and lots of them make the journey after years and years living in the states. Wessler explains how customer service call centers in Mexico are capitalizing on the fact that many of these people speak English with American accents. They're hiring such people, and using them to staff customer service lines for American companies. But, for those who've left the US, taking calls over and over from the place they used to call home, it can be a complicated experience.
(11 minutes) Immigration • Jobs/Employment Seth Freed Wessler
 "
504.02,100.0,1.0,76.2350936968,1790.0,2348.0,504,0.02,Act Two. My Ames is True.,Michael Lewis,"
Writer Michael Lewis tells the story of a man named Emir Kamenica, whose path to college
started with fleeing the war in Bosnia and becoming a refugee in the United States. Then he
had a stroke of luck: a student teacher read an essay he’d plagiarized from a book he’d
stolen from a library back in Bosnia, and was so impressed that she got him out of a bad high
school and into a much better one. He went on to Harvard and great success. Years later, he
tracks down the student teacher to thank her, only to find that she remembers the story differently. (34 minutes)College • Education • War Michael Lewis
 "
8.01,100.0,1.0,76.0204081633,596.0,784.0,8,0.01,Act One.,Ira Glass,Eighteen-year-old Claudia Perez takes Ira on a tour of her Chicago neighborhood and looks at what 1995 was like for her community. (18 minutes)
391.01,0.0,1.0,75.9139784946,706.0,930.0,391,0.01,Act One. Dartmouth Atlas Shrugged.,Alix Spiegel,"
Are doctors to blame for the rising costs? NPR Science Correspondent Alix Spiegel reports on the shocking results of studies about varied health care spending. Hear more health care stories this week from Alix at npr.org. (18 minutes) Business • Health Care/Medicine Alix Spiegel
 "
175.03,100.0,1.0,75.9021651965,1893.0,2494.0,175,0.03,Act Three. Yes There Is A Baby.,Ira Glass,"Myron Jones and his sister Carol Bove explain what happened when they were teenagers, and they ended up babysitting children who didn't exist. (25 minutes)"
120.02,100.0,1.0,75.8024691358,307.0,405.0,120,0.02,"Act Two. Psychobabble, Qu'est-ce Que C'est.",Jack Hitt,"
There's the pretending we do as individuals, and there's the organized pretending that happens in group therapy sessions, in the roleplaying games that are done in some clinical settings. Jack Hitt tells the story of the Mother of All Roleplaying Games. It was in the 1970s and he was there. (11 minutes)Childhood • Race • Religion • Teenagers • Theater Jack Hitt
 
Song:
""Avé Maria"", Franz Schubert, sung by Dame Janet Baker
 
"
229.02,100.0,1.0,75.5732801595,758.0,1003.0,229,0.02,Act Two. Secret Trials And Secret Deportations.,David Kestenbaum,"
In the war on terror, the government is rounding up foreigners, checking their immigration status, and then, sometimes, deporting them. It won't give out their names. David Kestenbaum tried to find out everything that can be found out about who these new deportees are...and about what happened to them once they were seized and put on trial, in secret. To do this, he has to bypass the federal government (which won't say much about the deportees) and head overseas to talk with them firsthand. (18 minutes)9/11 • Government • Immigration • Terrorism David Kestenbaum
 
Song:
""Betrayal Takes Two"", Richard Hell and the Voidoids 
 
"
288.01,0.0,1.0,75.5533399801,3789.0,5015.0,288,0.01,Act One. Froggy Goes A-courtin'.,Gabrielle Galanek,"
The story of a series of misunderstandings with very dire consequences. Shaheen was stopped by the police, who looked at what was in his car and before Shaheen knew it, he'd come to the attention of some of the highest ranking officials in the Defense Department. Gabrielle Galanek talked to Shaheen and his girlfriend Molly about what happened. (35 minutes) Art • Crime • Police Gabrielle Galanek
 
Song:
""Froggy Went A Courtin"", Mark Weakland 
 
"
166.01,0.0,1.0,75.5368814192,809.0,1071.0,166,0.01,"Act One. So A Jew, A Christian, And A Recording Crew Walk Into This Bar.",Julia Pimsleur,"
Julia Pimsleur travels to Alaska to spend some time with her brother, hoping he might change a little—just as he hopes that she'll change a little. She made a documentary film about her trip, from which the sound in this story comes, called Brother Born Again. (30 minutes) Family • Film/Film Making • siblings Julia Pimsleur
 
Song:
""In the Lines"", Portastatic 
 
"
522.02,100.0,1.0,75.4385964912,1247.0,1653.0,522,0.02,Act Two. Help Wanted.,Luke Malone,"
There's one group of people that is universally tarred and feathered in the United States and most of the world. We never hear from them, because they can't identify themselves without putting their livelihoods and reputations at risk. That group is pedophiles. It turns out lots of them desperately want help, but because it's so hard to talk about their situation it's almost impossible for them to find it. Reporter Luke Malone spent a year and a half talking to people in this situation, and he has this story about one of them. More of Luke Malone's reporting on this topic is available on Medium.com.
(27 minutes)Mental Health • Sexuality Luke Malone
 
Song:
""Feel Like a Monster"", Deepest Darkest
 
"
113.01,0.0,1.0,75.4048582996,745.0,988.0,113,0.01,Act One. Reservations.,Alix Spiegel,"
Alix Spiegel reports on an entire community that's turned its back on easy money—for now. Nine years ago a native American community in Minnesota—the Mille Lacs band of Ojibwe—built a casino. The reservation had been poor for a century, but soon they were the second biggest tourist attraction in the state, second only to the Mall of America. They had hundreds of millions of dollars...but of course, too much money can be as destructive as too little...and it's unclear what to do with all the cash. (22 minutes)Economics • Gambling Alix Spiegel
 
Song:
""America"", Little Jack Melody and His Young Turks
 
"
179.03,100.0,2.0,75.0476190476,788.0,1050.0,179,0.03,Act Three. War By Other Means.,"Ira Glass, Alex Kotlowitz","
Despite the town's resistance, Hispanics now make up three quarters of the population. And yet the incumbent Town President, Betty Loren-Maltese, seems likely to win the next election. We learn how she's maintaining her hold on power. (10 minutes) Government • Legal System • Police • Politics • Race Ira Glass
Alex Kotlowitz
 "
241.03,0.0,1.0,74.7933884298,181.0,242.0,241,0.03,Act Three. It's Commerce That Brings Us Together.,,"
Susan Drury talks about ""Swap and Shop,"" a local radio classifieds show that has become a low-tech, personable sort of Ebay. "
281.01,100.0,1.0,74.7911547912,1522.0,2035.0,281,0.01,"Act One. Take My Break, Please.",David Segal,"
Charlie Brill and Mitzi McCall were a comedy duo back in the mid-1960s, playing clubs around Los Angeles, when their agent called to tell them he'd landed them the gig of a lifetime: They were going to be on The Ed Sullivan Show. The only problem was that their performance was a total fiasco, for a bunch of reasons, including one they never saw coming. David Segal of The New York Times reports. (18 minutes) Live Performance • Television David Segal
 "
153.03,0.0,1.0,74.7005988024,499.0,668.0,153,0.03,Act Three. The Boy Who Would Be A Helicopter.,Vivian Paley,"
Kindergarten teacher and ""Genius Grant"" recipient Vivian Paley is the author of many books about the stories children invent and the way they play, and what it's about. At a time when schools are cutting back on having a doll corner, she tells the story of a child in her class who was sort of saved by a doll, and the story he told about the doll. For more, read Paley's The Boy Who Would Be a Helicopter and Boys and Girls: Superheroes in the Doll Corner. (16 minutes) Children • Education • Jobs/Employment • Literature • Writing Vivian Paley
 "
548.01,0.0,1.0,74.2535487029,1517.0,2043.0,548,0.01,Act One. Inconvenience Store.,Miki Meek,"Miki Meek reports on how bad things got for black residents of Miami Gardens, Florida – and why
they got so bad – by telling the story of two men, a convenience store owner and one of his
employees. (29 minutes)"
339.01,0.0,1.0,73.8788355625,939.0,1271.0,339,0.01,Act One. Dr. Phil.,Starlee Kine,"
In the wake of a break-up, writer Starlee Kine finds so much comfort in break-up songs that she decides to try and write one herself—even though she has no musical ability whatsoever. For some help, she goes to a rather surprising expert on the subject: Phil Collins.Starlee was also assisted in her efforts by musicians Joe McGinty and Julia Greenberg, who co-wrote ""The Three of Us,"" the song featured in this story. Joe took some photos during the recording session. Plus, we had a break-up song contest!
Starlee Kine is co-creator of the Post-It Note Reading Series in Brooklyn.
Joe McGinty's most recent CD, with his band Baby Steps, is Kiss Me, Stupid. It includes another song heard in Starlee's story, ""This Song Is Three Days Old,"" which is available for purchase at his MySpace page. (29 minutes)
Julia Greenberg is co-author of the rock musical People Are Wrong.Breakup • Divorce • Love • Music • Relationships Starlee Kine
 
Song:
""If You Ever Need a Stranger (To Sing at Your Wedding)"", Jens Lekman
 
"
32.02,100.0,2.0,73.8127544098,1088.0,1474.0,32,0.02,Act Two. ,"Dan Savage, Ira Glass","
Sex advice columnist Dan Savage tells the odd story of how he became a Republican state convention delegate even though he's a Democrat and gay. (18 minutes)Government • Journalism • Politics Dan Savage
Ira Glass
 "
490.01,0.0,1.0,73.75249501,739.0,1002.0,490,0.01,Act One.,Chana Joffe-Walt,"
Chana Joffe-Walt spent six months reporting on the rise in people on disability. She spends time in Hale County, Alabama, talking to the only general practitioner in town, the main person who okays so many of the county's residents for disability. In addition to giving each patient a medical exam, the doctor also asks this question: what grade did you finish? Chana explains why that one question is so central to the whole story.
(22 minutes)Economics • Education Chana Joffe-Walt
 "
